_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,FORCES_pred,FORCES_sd,RTRWPMIX_pred,RTRWPMIX_sd,ct_ffw_HP01_value_pred,trusted,proposed_for_batch,regime,round,surrogate_round,gate_nd,gate_edge_ok,gate_calibrated,gate_in_distribution,manifold_dist,manifold_thresh
0.8573370804367214,0.8982157004012536,0.1020607833315983,0.624729143106985,0.752061415188438,0.5652326030716776,0.88,0.447888022772588,0.6699836605522875,5.25134473167275,0.0732218295644278,0.2022165508809927,0.4385265916235028,0.4285236473346787,0.4455075526504907,0.9045374944507442,-0.9912348389625548,0.2471269071102142,-0.67467200756073,0.2180582284927368,7.393555641174316,True,True,small_n,1,1,True,True,True,False,4.061349,4.049036026000977
