cand_id,source,in_batch20,_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,RESISTANCE_ratio_AB_pred,RESISTANCE_ratio_AB_sd,FORCES_pred,FORCES_sd,WAVEHEIGHTS_pred,WAVEHEIGHTS_sd,ct_ffw_HP01_value_pred,trusted
vera_c22,fix123_k1_l1_tr,False,0.8128771756088448,0.9168539921728618,0.1050348285553453,0.6610374329254458,0.4782115125644897,0.5454490916193684,0.9046989278095492,0.4178916025806952,0.745906256184914,8.242559948096904,0.0604813885866615,0.198851499390822,0.3805774322052292,0.406786355745162,0.4534354136386,0.918511562789536,96.8050308227539,0.2452654093503952,-0.9716490507125854,0.2425403594970703,-0.7482714056968689,0.2575828731060028,7.027053356170654,True
vera_c23,fix123_k1_l1_tr,True,0.8066531485098758,0.9675544804602666,0.105366835443622,0.6343189521075926,0.3849487293301651,0.5446617911226792,0.8860779231956342,0.3446812787607545,0.5073249788834637,6.184722540231575,0.0819749235413259,0.1745058580859488,0.4580036193085096,0.2944073333347372,0.461471548755957,0.8692647880317806,96.88899230957033,0.2400216311216354,-0.8871070146560669,0.232424259185791,-1.0593687295913696,0.2644634246826172,7.098451137542725,True
vera_c24,fix123_k1_l1_tr,True,0.8013706069880142,0.9380097640276054,0.1049986374218647,0.665731248161168,0.5100429766273057,0.5483545035360996,0.8860013620750198,0.3584196078505038,0.740086675842923,9.901803223095712,0.0804477770371439,0.1350475836271982,0.4288651447009468,0.3594828328934886,0.4778603985128768,0.8800636978070426,96.87458801269533,0.2407033145427703,-0.9117411375045776,0.2344310581684112,-1.0210784673690796,0.2623127996921539,7.012380599975586,True
vera_c25,fix123_k1_l1_tr,True,0.7910712104392739,0.9372808208947632,0.1049996897591789,0.6325389264374158,0.5908723576157422,0.5853852340321727,0.8860006580236526,0.3314889540706984,0.5373929045410446,7.4069332354241615,0.0861668530599044,0.1916175894353378,0.3871763134618019,0.3520964685150415,0.4648993244135109,0.9646709321045064,96.8828125,0.2403000891208648,-0.8771097660064697,0.2317400127649307,-1.0776311159133911,0.2658217847347259,6.941646575927734,True
vera_c26,fix123_k1_l1_tr,False,0.8338811144647865,0.8498127648395554,0.1050420291922845,0.6446950419464641,0.2793491978463991,0.5768598857336014,0.900919657649952,0.3751352060207619,0.6915157846676733,2.5666639426225313,0.0560186578561463,0.2771654231290547,0.2761590974100745,0.4418798226667582,0.4458931922636767,0.9102084169282784,96.75985717773438,0.2496780008077621,-0.9639684557914734,0.2410982251167297,-0.5252966284751892,0.2572499215602875,7.039163112640381,True
vera_c27,fix123_k1_l1_tr,False,0.8442050432017901,0.8481249168445487,0.1050133970054358,0.662959744157061,0.4340493087745686,0.5640662040063715,0.9081440068144336,0.4066978940210705,0.7549495137839582,-0.3962186524754633,0.0550018914939944,0.303915000264844,0.3029409779029534,0.4719478003930672,0.4456706449979884,0.8788872984464229,96.76424407958984,0.249157503247261,-1.0021250247955322,0.2505119740962982,-0.4072422981262207,0.2572788894176483,7.141074180603027,True
vera_c28,fix123_k1_l1_tr,True,0.8197387303633183,0.8649343347394869,0.1049961311893905,0.6464977820215588,0.3334696736352326,0.5750818550211905,0.8940760661894179,0.3061903117049332,0.6972882902442742,6.03752310436033,0.0702178588533465,0.2689350568794408,0.2353788664089918,0.421787421064494,0.4770340674568891,0.9189936868478604,96.77552032470705,0.2479263693094253,-0.9005704522132874,0.2334496080875396,-0.7970916628837585,0.2578380107879638,6.922992706298828,True
vera_c29,fix123_k1_l1_tr,False,0.8180405139469971,0.8762166424403696,0.1049990290380367,0.6395910917113307,0.5056761341388394,0.562849462653066,0.919878041564952,0.3864538329486114,0.7020764856451915,-0.4127392242986357,0.0653630351023647,0.2805169290484681,0.3141899306711505,0.4031065287209618,0.4290126335075463,0.8499121154873182,96.797119140625,0.2459284514188766,-0.9362955689430236,0.2370365858078003,-0.5642433166503906,0.2572638392448425,6.949304580688477,True
vera_c30,fix123_k1_l1_tr,True,0.8181598700009862,0.9307251074349684,0.1050001917342766,0.6978471904740464,0.3483556851848453,0.5562611038162643,0.886122160267767,0.3796008066566262,0.7599511392984614,9.446676944465938,0.073238145463255,0.1693437634642395,0.4428457095566339,0.4394604707455071,0.4410178142959974,0.9014577984274256,96.8619384765625,0.2413656413555145,-0.961312174797058,0.2406540364027023,-0.8543069958686829,0.2583159208297729,7.089599132537842,True
vera_c31,fix123_k1_l1_tr,True,0.8059021949781198,0.9677085796888124,0.1050048143819575,0.6741868541159898,0.5263983151110426,0.5639253219913389,0.885996424889795,0.301871937723882,0.5873451149092581,6.462102111237908,0.0868246076726089,0.2020530222189714,0.4789727602792393,0.3899438055575482,0.4274966471229904,0.8842819115985789,96.90801239013672,0.2392101436853408,-0.922393262386322,0.2354828119277954,-1.0150794982910156,0.2620456516742706,7.13896369934082,True
vera_c32,fix123_k1_l1_tr,True,0.822771363093454,0.8876874695685579,0.1067093948078966,0.6765527993732793,0.4330768757964826,0.5906296836446834,0.8890148992845277,0.3071307744590827,0.6619680453823069,9.610614709150884,0.0781366902310115,0.2496008052204565,0.3191948908891694,0.4406484374202771,0.4436196708454335,0.9101758762730509,96.8257064819336,0.2436211705207824,-0.946052610874176,0.2383114099502563,-0.8124570250511169,0.25794318318367,7.066839694976807,True
