_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,f(x),FORCES,RTRWPMIX,ct_ffw_HP01_value,Design ID,Ancestry,FSOPT_Generation,FSOPT_Design_ID,FSOPT_Parent_ID
0.8223529412,0.8823529412,0.1015686275,0.6435294118,0.6109803922,0.5580392157,0.9007058824,0.3882352941,0.5615686275,4.588235294,0.1319607843,0.1725490196,0.466,0.4647058824,0.478,0.8394117647,,-0.3367079,-0.5187487,7.04516,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00062,,1,03_OPT/00/NSGA1_000/DES_00062,
0.8258823529,0.9254901961,0.102745098,0.7211764706,0.5849019608,0.5784313725,0.9270588235,0.5247058824,0.417254902,4.094117647,0.1143137255,0.1741176471,0.444,0.431372549,0.402,0.9056862745,,-0.3245952,-0.06376737,7.18418,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00063,,1,03_OPT/00/NSGA1_000/DES_00063,
0.8388235294,0.8676470588,0.1098039216,0.7270588235,0.8568627451,0.5619607843,0.9331764706,0.3129411765,0.4235294118,4.423529412,0.1358823529,0.1866666667,0.48,0.4862745098,0.482,0.8980392157,,-0.1880695,0.02648611,7.26271,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00064,,1,03_OPT/00/NSGA1_000/DES_00064,
0.83,0.8715686275,0.1062745098,0.6752941176,0.741372549,0.5643137255,0.9148235294,0.3505882353,0.4611764706,7.388235294,0.1358823529,0.1301960784,0.372,0.4941176471,0.416,0.7705882353,,-0.1987652,-0.2282939,7.14506,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00065,,1,03_OPT/00/NSGA1_000/DES_00065,
0.8276470588,0.9333333333,0.1219607843,0.6705882353,0.7078431373,0.5533333333,0.9157647059,0.5270588235,0.4768627451,6.070588235,0.1343137255,0.1898039216,0.456,0.4862745098,0.49,0.8317647059,,0.5350752,0.5759349,7.30391,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00066,,1,03_OPT/00/NSGA1_000/DES_00066,
0.8241176471,0.912745098,0.1207843137,0.6670588235,0.8456862745,0.5415686275,0.9190588235,0.5341176471,0.5082352941,8.211764706,0.1335294118,0.1882352941,0.502,0.4764705882,0.476,0.8954901961,,0.4249962,0.4747171,7.24631,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00067,,1,03_OPT/00/NSGA1_000/DES_00067,
0.8205882353,0.9205882353,0.1047058824,0.6611764706,0.5923529412,0.5290196078,0.92,0.5058823529,0.4141176471,4.588235294,0.138627451,0.2054901961,0.492,0.4333333333,0.474,0.8470588235,,0.2798977,0.1261772,7.13182,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00068,,1,03_OPT/00/NSGA1_000/DES_00068,
0.8376470588,0.8941176471,0.1011764706,0.7270588235,0.6556862745,0.5768627451,0.9115294118,0.4705882353,0.4831372549,5.905882353,0.1441176471,0.06745098039,0.484,0.3647058824,0.414,0.7374509804,,0.7372557,0.7652569,7.21399,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00069,,1,03_OPT/00/NSGA1_000/DES_00069,
0.8158823529,0.9019607843,0.1015686275,0.6976470588,0.6929411765,0.5188235294,0.8922352941,0.5317647059,0.5741176471,6.564705882,0.1229411765,0.2196078431,0.438,0.4901960784,0.504,0.9464705882,,-0.4338472,-0.3191327,7.06787,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00070,,1,03_OPT/00/NSGA1_000/DES_00070,
0.8358823529,0.8950980392,0.1180392157,0.6882352941,0.6296078431,0.557254902,0.9364705882,0.48,0.3764705882,10.35294118,0.1221568627,0.191372549,0.454,0.4862745098,0.474,0.8980392157,,-0.1490689,0.04647026,7.22374,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00071,,1,03_OPT/00/NSGA1_000/DES_00071,
0.8164705882,0.9019607843,0.1101960784,0.7364705882,0.6035294118,0.5705882353,0.9110588235,0.4752941176,0.5678431373,3.6,0.1252941176,0.1380392157,0.506,0.4745098039,0.444,0.9235294118,,-0.2299751,0.0336528,7.05874,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00072,,1,03_OPT/00/NSGA1_000/DES_00072,
0.8511764706,0.9039215686,0.1058823529,0.7223529412,0.8717647059,0.5494117647,0.9256470588,0.5505882353,0.5239215686,4.917647059,0.1398039216,0.1490196078,0.456,0.4529411765,0.414,0.6992156863,,1.391416,1.585686,7.43131,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00073,,1,03_OPT/00/NSGA1_000/DES_00073,
0.8194117647,0.8735294118,0.1070588235,0.6564705882,0.741372549,0.5752941176,0.9298823529,0.52,0.417254902,5.905882353,0.1394117647,0.1945098039,0.478,0.462745098,0.47,0.6941176471,,0.1595306,0.09166715,7.06279,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00074,,1,03_OPT/00/NSGA1_000/DES_00074,
0.8270588235,0.8647058824,0.1188235294,0.7105882353,0.5923529412,0.5298039216,0.9294117647,0.4964705882,0.5176470588,0.9647058824,0.1280392157,0.1207843137,0.492,0.4725490196,0.384,0.8929411765,,-0.03792443,0.0868901,7.06584,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00075,,1,03_OPT/00/NSGA1_000/DES_00075,
0.8194117647,0.9303921569,0.1007843137,0.6858823529,0.8047058824,0.5721568627,0.9275294118,0.5247058824,0.4078431373,3.105882353,0.1460784314,0.1098039216,0.458,0.437254902,0.442,0.9821568627,,1.100079,0.8615535,7.20295,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00076,,1,03_OPT/00/NSGA1_000/DES_00076,
0.8252941176,0.8647058824,0.1011764706,0.7117647059,0.722745098,0.5596078431,0.9115294118,0.4376470588,0.4360784314,1.623529412,0.1229411765,0.2164705882,0.482,0.3862745098,0.49,0.7552941176,,-0.6256804,-0.3631495,7.07965,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00077,,1,03_OPT/00/NSGA1_000/DES_00077,
0.8447058824,0.9049019608,0.117254902,0.7270588235,0.6892156863,0.5329411765,0.912,0.4352941176,0.4894117647,2.776470588,0.1315686275,0.208627451,0.442,0.4156862745,0.482,0.8674509804,,0.04984252,0.2885902,7.34059,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00078,,1,03_OPT/00/NSGA1_000/DES_00078,
0.8158823529,0.9225490196,0.1011764706,0.7223529412,0.8009803922,0.5564705882,0.9242352941,0.3670588235,0.417254902,7.058823529,0.1433333333,0.2431372549,0.424,0.4725490196,0.478,0.8598039216,,-0.2431455,-0.07883727,7.15328,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00079,,1,03_OPT/00/NSGA1_000/DES_00079,
0.8211764706,0.8921568627,0.1082352941,0.7282352941,0.6966666667,0.5643137255,0.9336470588,0.4258823529,0.48,5.247058824,0.138627451,0.1803921569,0.478,0.437254902,0.488,0.8215686275,,-0.04960482,0.1319787,7.10119,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00080,,1,03_OPT/00/NSGA1_000/DES_00080,
0.8282352941,0.9264705882,0.1188235294,0.6623529412,0.7301960784,0.5831372549,0.9265882353,0.5576470588,0.4203921569,-0.6823529412,0.1433333333,0.1019607843,0.456,0.4352941176,0.43,0.9566666667,,1.555939,1.397822,7.28371,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00081,,1,03_OPT/00/NSGA1_000/DES_00081,
0.8452941176,0.8823529412,0.1160784314,0.7011764706,0.6296078431,0.5635294118,0.9171764706,0.5223529412,0.3356862745,10.84705882,0.1409803922,0.191372549,0.498,0.462745098,0.474,0.8394117647,,0.7540533,0.8564412,7.26523,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00082,,1,03_OPT/00/NSGA1_000/DES_00082,
0.8247058824,0.9549019608,0.1039215686,0.6858823529,0.8382352941,0.5329411765,0.9134117647,0.5741176471,0.5647058824,2.941176471,0.1307843137,0.1223529412,0.446,0.4078431373,0.43,0.928627451,,0.7667886,0.6951397,7.33393,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00083,,1,03_OPT/00/NSGA1_000/DES_00083,
0.8352941176,0.912745098,0.1047058824,0.6423529412,0.7525490196,0.5274509804,0.912,0.4211764706,0.6054901961,3.435294118,0.1437254902,0.2180392157,0.434,0.4882352941,0.472,0.8980392157,,0.2668226,0.07696492,7.27966,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00084,,1,03_OPT/00/NSGA1_000/DES_00084,
0.8205882353,0.9049019608,0.1074509804,0.6670588235,0.7078431373,0.5870588235,0.9256470588,0.4635294118,0.4862745098,2.941176471,0.1280392157,0.1866666667,0.442,0.4156862745,0.482,0.74,,-0.2234095,-0.1863681,7.1297,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00085,,1,03_OPT/00/NSGA1_000/DES_00085,
0.81,0.8833333333,0.1231372549,0.7011764706,0.5550980392,0.5643137255,0.9275294118,0.4611764706,0.3764705882,3.105882353,0.1331372549,0.1349019608,0.428,0.4333333333,0.454,0.882745098,,-0.07784916,-0.03955814,6.96458,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00086,,1,03_OPT/00/NSGA1_000/DES_00086,
0.8076470588,0.8392156863,0.1125490196,0.7305882353,0.7041176471,0.5298039216,0.9223529412,0.4635294118,0.5835294118,4.917647059,0.132745098,0.09098039216,0.484,0.3803921569,0.49,0.9464705882,,-0.2308508,-0.04129601,6.8982,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00087,,1,03_OPT/00/NSGA1_000/DES_00087,
0.8264705882,0.8901960784,0.1062745098,0.6588235294,0.7450980392,0.5454901961,0.9261176471,0.4564705882,0.5678431373,0.3058823529,0.1335294118,0.1537254902,0.344,0.4196078431,0.47,0.8496078431,,0.02720875,-0.1155365,7.15476,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00088,,1,03_OPT/00/NSGA1_000/DES_00088,
0.84,0.8892156863,0.1078431373,0.7082352941,0.7264705882,0.5549019608,0.9058823529,0.3882352941,0.351372549,8.211764706,0.1323529412,0.1929411765,0.424,0.4333333333,0.468,0.9592156863,,-0.1875208,-0.02482545,7.25939,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00089,,1,03_OPT/00/NSGA1_000/DES_00089,
0.8364705882,0.9156862745,0.1054901961,0.6952941176,0.5849019608,0.5415686275,0.9444705882,0.5788235294,0.4423529412,3.435294118,0.138627451,0.222745098,0.408,0.4862745098,0.494,0.9592156863,,0.9647806,1.013202,7.24678,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00090,,1,03_OPT/00/NSGA1_000/DES_00090,
0.8570588235,0.9382352941,0.1058823529,0.6835294118,0.7376470588,0.5721568627,0.9063529412,0.4023529412,0.48,9.2,0.1296078431,0.2101960784,0.456,0.4,0.428,0.8547058824,,0.03987127,0.2304682,7.53013,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00091,,1,03_OPT/00/NSGA1_000/DES_00091,
0.8264705882,0.8970588235,0.1168627451,0.7,0.7711764706,0.5878431373,0.9124705882,0.5176470588,0.4611764706,3.929411765,0.138627451,0.1945098039,0.442,0.3941176471,0.444,0.7450980392,,0.3647621,0.4753748,7.19707,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00092,,1,03_OPT/00/NSGA1_000/DES_00092,
0.82,0.8911764706,0.1066666667,0.6729411765,0.7301960784,0.557254902,0.9477647059,0.4376470588,0.5176470588,-0.02352941176,0.1425490196,0.2509803922,0.474,0.4235294118,0.432,0.8292156863,,-0.06075949,-0.07116046,7.09894,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00093,,1,03_OPT/00/NSGA1_000/DES_00093,
0.8347058824,0.887254902,0.1047058824,0.7482352941,0.7749019608,0.5580392157,0.9082352941,0.4352941176,0.5207843137,3.435294118,0.1252941176,0.1647058824,0.482,0.4803921569,0.432,0.7374509804,,-0.324942,0.02810428,7.22508,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00094,,1,03_OPT/00/NSGA1_000/DES_00094,
0.8070588235,0.8774509804,0.1070588235,0.7047058824,0.588627451,0.5690196078,0.9195294118,0.5670588235,0.4705882353,8.541176471,0.1445098039,0.1145098039,0.412,0.3980392157,0.422,0.8878431373,,0.4065525,0.4184785,6.90895,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00095,,1,03_OPT/00/NSGA1_000/DES_00095,
0.8305882353,0.8568627451,0.1082352941,0.6811764706,0.741372549,0.5596078431,0.9232941176,0.4964705882,0.5835294118,9.035294118,0.1260784314,0.2196078431,0.508,0.4254901961,0.362,0.7298039216,,-0.3530316,-0.1564671,7.12663,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00096,,1,03_OPT/00/NSGA1_000/DES_00096,
0.8241176471,0.8421568627,0.1070588235,0.6788235294,0.7264705882,0.5345098039,0.9115294118,0.4964705882,0.3890196078,1.952941176,0.1409803922,0.1050980392,0.47,0.4274509804,0.506,0.811372549,,0.2387141,0.1300004,7.04244,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00097,,1,03_OPT/00/NSGA1_000/DES_00097,
0.8258823529,0.8450980392,0.1,0.7411764706,0.7115686275,0.5752941176,0.9138823529,0.4635294118,0.5678431373,-2.0,0.1456862745,0.1788235294,0.434,0.4862745098,0.45,0.9209803922,,0.1006954,0.270074,7.0474,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00098,,1,03_OPT/00/NSGA1_000/DES_00098,
0.8211764706,0.9176470588,0.1145098039,0.7529411765,0.6482352941,0.5650980392,0.9162352941,0.5670588235,0.4517647059,10.35294118,0.1319607843,0.1756862745,0.498,0.3784313725,0.432,0.8266666667,,0.3648313,0.6797832,7.1665,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00099,,1,03_OPT/00/NSGA1_000/DES_00099,
0.8152941176,0.8411764706,0.102745098,0.7447058824,0.6854901961,0.5768627451,0.9369411765,0.3623529412,0.3482352941,9.2,0.1256862745,0.1333333333,0.46,0.4745098039,0.406,0.8674509804,,-0.6233753,-0.3137904,6.94548,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00100,,1,03_OPT/00/NSGA1_000/DES_00100,
0.8417647059,0.9,0.1105882353,0.7223529412,0.8903921569,0.5509803922,0.9312941176,0.4823529412,0.3796078431,-12.37647059,0.1390196078,0.08784313725,0.472,0.4274509804,0.484,0.8674509804,,0.7984123,0.7431626,7.35933,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00101,,1,03_OPT/00/NSGA1_000/DES_00101,
0.8247058824,0.8715686275,0.1062745098,0.6752941176,0.741372549,0.5611764706,0.9148235294,0.4047058824,0.4611764706,7.388235294,0.1358823529,0.1301960784,0.372,0.4941176471,0.426,0.7705882353,,-0.1158954,-0.157414,7.10151,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00102,,1,03_OPT/00/NSGA1_000/DES_00102,
0.8205882353,0.9137254902,0.1047058824,0.6611764706,0.7264705882,0.5290196078,0.92,0.5058823529,0.4203921569,4.588235294,0.1378431373,0.2054901961,0.492,0.4333333333,0.474,0.8470588235,,0.2300619,0.1324479,7.15311,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00103,,1,03_OPT/00/NSGA1_000/DES_00103,
0.8170588235,0.8970588235,0.1062745098,0.6658823529,0.5439215686,0.5470588235,0.9021176471,0.4023529412,0.5709803922,9.2,0.1370588235,0.222745098,0.424,0.4529411765,0.494,0.7756862745,,-0.3641557,-0.3542249,7.02148,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00104,,1,03_OPT/00/NSGA1_000/DES_00104,
0.8164705882,0.9166666667,0.1066666667,0.6294117647,0.6854901961,0.54,0.92,0.3764705882,0.5521568627,-3.152941176,0.1417647059,0.1694117647,0.422,0.468627451,0.46,0.8139215686,,0.05199703,-0.2932812,7.11856,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00105,,1,03_OPT/00/NSGA1_000/DES_00105,
0.7964705882,0.9049019608,0.1074509804,0.6705882353,0.5849019608,0.5501960784,0.8922352941,0.3294117647,0.5741176471,3.270588235,0.1480392157,0.2117647059,0.496,0.468627451,0.404,0.8852941176,,-0.15225,-0.3439314,6.89117,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00106,,1,03_OPT/00/NSGA1_000/DES_00106,
0.8329411765,0.8676470588,0.1219607843,0.6847058824,0.6109803922,0.5643137255,0.896,0.4329411765,0.2917647059,4.094117647,0.1284313725,0.1521568627,0.426,0.4960784314,0.472,0.8623529412,,-0.1768127,-0.09619573,7.13276,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00107,,1,03_OPT/00/NSGA1_000/DES_00107,
0.8335294118,0.8803921569,0.1066666667,0.6482352941,0.5998039216,0.5745098039,0.896,0.3388235294,0.5364705882,3.435294118,0.1354901961,0.1364705882,0.486,0.4823529412,0.494,0.8292156863,,-0.1245843,-0.2046208,7.13686,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00108,,1,03_OPT/00/NSGA1_000/DES_00108,
0.83,0.8725490196,0.1007843137,0.6141176471,0.5811764706,0.5776470588,0.9002352941,0.4211764706,0.5709803922,5.576470588,0.1343137255,0.1537254902,0.476,0.3725490196,0.446,0.8801960784,,-0.1322172,-0.3693502,7.07475,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00109,,1,03_OPT/00/NSGA1_000/DES_00109,
0.8394117647,0.8754901961,0.1019607843,0.5823529412,0.5550980392,0.5501960784,0.9152941176,0.4705882353,0.5521568627,0.8,0.1398039216,0.1741176471,0.45,0.3980392157,0.436,0.8725490196,,0.3198212,-0.1631749,7.15023,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00110,,1,03_OPT/00/NSGA1_000/DES_00110,
0.8147058824,0.8990196078,0.1,0.6894117647,0.5476470588,0.557254902,0.9044705882,0.4,0.5584313725,-1.835294118,0.1350980392,0.1145098039,0.476,0.4098039216,0.5,0.7501960784,,-0.1792569,-0.2756967,6.99611,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00111,,1,03_OPT/00/NSGA1_000/DES_00111,
0.8282352941,0.8617647059,0.1066666667,0.6835294118,0.7115686275,0.5250980392,0.9011764706,0.4376470588,0.577254902,0.4705882353,0.1205882353,0.2431372549,0.428,0.4490196078,0.446,0.8801960784,,-0.6067273,-0.3620209,7.10107,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00112,,1,03_OPT/00/NSGA1_000/DES_00112,
0.8170588235,0.8970588235,0.1098039216,0.6164705882,0.6445098039,0.5517647059,0.9002352941,0.4047058824,0.6588235294,-1.176470588,0.1354901961,0.1537254902,0.496,0.468627451,0.49,0.7807843137,,-0.1150332,-0.4480429,7.06371,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00113,,1,03_OPT/00/NSGA1_000/DES_00113,
0.7976470588,0.8960784314,0.1078431373,0.7023529412,0.5923529412,0.5384313725,0.8884705882,0.2894117647,0.4643137255,3.105882353,0.1252941176,0.1568627451,0.446,0.3862745098,0.502,0.9439215686,,-0.4581849,-0.3923996,6.88011,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00114,,1,03_OPT/00/NSGA1_000/DES_00114,
0.8047058824,0.9009803922,0.111372549,0.6305882353,0.5439215686,0.5541176471,0.9110588235,0.4917647059,0.5270588235,9.858823529,0.1370588235,0.2352941176,0.4,0.4843137255,0.434,0.8190196078,,-0.1425031,-0.3083358,6.94221,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00115,,1,03_OPT/00/NSGA1_000/DES_00115,
0.81,0.8774509804,0.1094117647,0.6576470588,0.5550980392,0.5752941176,0.9016470588,0.4517647059,0.6023529412,3.764705882,0.1362745098,0.1756862745,0.502,0.431372549,0.5,0.8419607843,,-0.1871243,-0.2394494,6.92407,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00116,,1,03_OPT/00/NSGA1_000/DES_00116,
0.8188235294,0.8823529412,0.1098039216,0.6517647059,0.6519607843,0.5470588235,0.8950588235,0.2705882353,0.4423529412,5.247058824,0.1398039216,0.1584313725,0.452,0.4764705882,0.442,0.7884313725,,-0.2745935,-0.4154017,7.0455,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00117,,1,03_OPT/00/NSGA1_000/DES_00117,
0.8194117647,0.9029411765,0.1066666667,0.6294117647,0.6258823529,0.5588235294,0.9162352941,0.4070588235,0.4266666667,3.270588235,0.1362745098,0.1803921569,0.426,0.437254902,0.396,0.74,,-0.1375773,-0.383409,7.08586,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00118,,1,03_OPT/00/NSGA1_000/DES_00118,
0.8147058824,0.8382352941,0.1,0.6635294118,0.5550980392,0.5752941176,0.9162352941,0.4211764706,0.6243137255,9.858823529,0.1162745098,0.2180392157,0.42,0.468627451,0.474,0.9184313725,,-0.6856805,-0.5573379,6.88446,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00119,,1,03_OPT/00/NSGA1_000/DES_00119,
0.84,0.8715686275,0.1003921569,0.6047058824,0.57,0.5525490196,0.928,0.3976470588,0.48,-2.823529412,0.1362745098,0.1176470588,0.496,0.4392156863,0.476,0.7603921569,,0.08901249,-0.3851764,7.15079,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00120,,1,03_OPT/00/NSGA1_000/DES_00120,
0.8276470588,0.8568627451,0.1031372549,0.6505882353,0.551372549,0.5431372549,0.88,0.4305882353,0.4454901961,1.458823529,0.1382352941,0.1364705882,0.412,0.4647058824,0.508,0.7935294118,,-0.09423591,-0.2835706,7.01773,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00121,,1,03_OPT/00/NSGA1_000/DES_00121,
0.8211764706,0.8892156863,0.1058823529,0.6317647059,0.6743137255,0.5964705882,0.8922352941,0.4635294118,0.5552941176,8.047058824,0.1225490196,0.2007843137,0.44,0.4666666667,0.46,0.9770588235,,-0.3842054,-0.501171,7.08218,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00122,,1,03_OPT/00/NSGA1_000/DES_00122,
0.86,0.8843137255,0.1082352941,0.6152941176,0.6445098039,0.5603921569,0.8823529412,0.4023529412,0.5803921569,4.588235294,0.1315686275,0.1898039216,0.492,0.4941176471,0.462,0.7807843137,,0.08923803,-0.02512278,7.38369,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00123,,1,03_OPT/00/NSGA1_000/DES_00123,
0.7929411765,0.868627451,0.1023529412,0.6482352941,0.6519607843,0.5752941176,0.9011764706,0.4211764706,0.4988235294,1.952941176,0.1217647059,0.1349019608,0.472,0.3843137255,0.472,0.8674509804,,-0.3802548,-0.5320353,6.79286,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00124,,1,03_OPT/00/NSGA1_000/DES_00124,
0.8223529412,0.8676470588,0.1074509804,0.7117647059,0.4545098039,0.5525490196,0.9021176471,0.3929411765,0.382745098,7.717647059,0.1307843137,0.1709803922,0.506,0.462745098,0.448,0.7731372549,,-0.528575,-0.4230582,6.96225,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00125,,1,03_OPT/00/NSGA1_000/DES_00125,
0.8147058824,0.8745098039,0.1254901961,0.5905882353,0.7264705882,0.5517647059,0.9181176471,0.4870588235,0.5835294118,4.094117647,0.1331372549,0.1850980392,0.49,0.3921568627,0.47,0.8292156863,,-0.01405905,-0.2268663,7.04828,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00126,,1,03_OPT/00/NSGA1_000/DES_00126,
0.8447058824,0.8539215686,0.1105882353,0.6670588235,0.741372549,0.5643137255,0.9129411765,0.4,0.6274509804,1.952941176,0.1319607843,0.2039215686,0.506,0.3941176471,0.434,0.882745098,,-0.1777537,-0.1024058,7.24129,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00127,,1,03_OPT/00/NSGA1_000/DES_00127,
0.8335294118,0.9058823529,0.1078431373,0.6094117647,0.5998039216,0.5447058824,0.8818823529,0.4917647059,0.5270588235,6.4,0.1331372549,0.1239215686,0.46,0.4098039216,0.478,0.7858823529,,0.2309941,-0.09652219,7.20356,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00128,,1,03_OPT/00/NSGA1_000/DES_00128,
0.8358823529,0.8441176471,0.1152941176,0.6294117647,0.4880392157,0.5439215686,0.896,0.4588235294,0.6180392157,2.117647059,0.1319607843,0.1537254902,0.448,0.3882352941,0.478,0.8292156863,,-0.1556059,-0.2613614,7.06555,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00129,,1,03_OPT/00/NSGA1_000/DES_00129,
0.8258823529,0.887254902,0.1023529412,0.6376470588,0.4880392157,0.5392156863,0.8950588235,0.4235294118,0.5239215686,5.576470588,0.1260784314,0.2368627451,0.45,0.4274509804,0.472,0.727254902,,-0.5047311,-0.5571814,7.04025,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00130,,1,03_OPT/00/NSGA1_000/DES_00130,
0.8247058824,0.8921568627,0.1160784314,0.6341176471,0.4470588235,0.5423529412,0.8865882353,0.3388235294,0.5741176471,5.247058824,0.1139215686,0.16,0.422,0.4725490196,0.454,0.8037254902,,-0.5693879,-0.5338119,7.05723,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00131,,1,03_OPT/00/NSGA1_000/DES_00131,
0.8582352941,0.868627451,0.1007843137,0.6423529412,0.7711764706,0.5745098039,0.8898823529,0.4447058824,0.4705882353,8.211764706,0.121372549,0.1992156863,0.414,0.4549019608,0.438,0.8674509804,,-0.2371996,-0.2025209,7.37854,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00132,,1,03_OPT/00/NSGA1_000/DES_00132,
