_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp_y,_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_sp_midPoint,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_mid,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,cand_id,source,RESISTANCE_ratio_AA_pred,RESISTANCE_ratio_AA_sd,FORCES_pred,FORCES_sd,WAVEHEIGHTS_pred,WAVEHEIGHTS_sd,trusted
0.327573652366587,0.4011856170158082,0.4543223421105856,0.6689205864931888,0.618878763656856,0.5670545591034526,0.0965168938890256,3.8522445545490194,0.4918983685133502,0.4433737820325877,0.8728658058841546,0.3326041779774813,0.6548457365165501,1.2411913402565338,0.5067604442745787,0.1646240471531092,0.93748450689634,0.848841749610936,amy_c01,relaxed_k1_l1_tr,101.0955810546875,0.2995893955230713,-1.0138797760009766,0.2133651971817016,-0.6803597211837769,0.2334161847829818,True
0.4944844272924759,0.4222150974267769,0.5197422484383387,0.5384018254593353,0.4935368643071196,0.5537560635509002,0.0716659175459636,1.0102299817293252,0.345601740617791,0.3687556000629561,0.8586071889257652,0.3772210847653182,0.618432258792588,1.2625575749597453,0.6540907699950268,0.1585155721425289,0.9306611314698702,0.8659201152249631,amy_c02,relaxed_k1_l1_tr,102.44010162353516,0.3002239763736725,-0.8565940856933594,0.2154694348573684,-1.2449769973754885,0.2404654920101165,True
0.3256406992324266,0.2796836189296789,0.5694199829733423,0.5686124839194224,0.6568018670574849,0.5423550233694394,0.1065394152071982,9.276405157219802,0.3939918000394293,0.5366939380283219,0.9082889705497088,0.3679281716370005,0.6966462643351113,1.1738460416026495,0.4642545714851802,0.1505100572536874,0.9375034349773588,0.8894249287969858,amy_c03,relaxed_k1_l1_tr,99.87345886230467,0.3007964789867401,-1.014538288116455,0.2187293022871017,0.1847239285707473,0.2325949221849441,True
0.440286687850648,0.5785267737536199,0.5137549263344681,0.543886094509942,0.4049675683326258,0.3929357401964659,0.0825094718123778,-5.8095758246140505,0.4650635873223339,0.4521873891346893,0.9360644328545418,0.3422692982590808,0.6469850697985039,1.72616737367882,0.4580054826889417,0.1700683220346507,0.9370819846090376,0.8899872843385926,amy_c04,relaxed_k1_l1_tr,100.0244598388672,0.3000811338424682,-0.991539716720581,0.1964073330163955,-0.4514250457286834,0.2331536561250686,True
0.4991111232348564,0.501348742379645,0.4978120610589108,0.535104687482707,0.5207073749562854,0.5700403045112219,0.0931808794681311,1.470402703702892,0.4501342914265033,0.5084280183618294,0.8916994501819058,0.3129729852727899,0.704516760614832,1.5042084954734314,0.4794296721717062,0.1522682552245902,0.9375185885223412,0.8899982160496235,amy_c05,relaxed_k1_l1_tr,100.16232299804688,0.2999083399772644,-0.9751539826393129,0.223430648446083,-0.5735664367675781,0.2335165590047836,True
0.5381836917522473,0.4143849504042071,0.5126472780370628,0.5595958133444681,0.6129571340934115,0.5681990498687705,0.1039794976520775,8.936678401805642,0.3530509262871615,0.4989945866477178,0.8575438778402512,0.3504108874821205,0.689468287882762,1.3084946037526328,0.4783180516040312,0.1478940710492693,0.9374991789347076,0.8715345438365228,amy_c06,relaxed_k1_l1_tr,100.2968978881836,0.2999038398265838,-1.0132254362106323,0.2116625756025314,-0.3337079286575317,0.2330929636955261,True
0.2783462024280024,0.3935523953067559,0.4346538971843355,0.4727425351627882,0.5470495355095932,0.4419530853363116,0.0817335092295461,-9.87832097637336,0.4852214544925147,0.5589938200045017,0.923342827373924,0.3426194394341841,0.6780079429364269,1.1493025052053838,0.4841434966016688,0.167713770379523,0.9375133960543196,0.8687909193544453,amy_c07,relaxed_k1_l1_tr,100.5440673828125,0.2998593151569366,-0.964585781097412,0.1866606026887893,-0.6452277898788452,0.2331143170595169,True
0.5056269964646577,0.5483960665452018,0.3991447328017255,0.447629064522346,0.4672698804333794,0.4573260434084166,0.0875649401767909,-4.432704835441698,0.3374123814267947,0.5196713253089283,0.9259904921292422,0.3369063108061002,0.6755416265512518,0.6234159153434956,0.4583539772830656,0.1454274081397303,0.9240642326296724,0.8900058313303738,amy_c08,relaxed_k1_l1_tr,100.5656509399414,0.3000484406948089,-0.9098076820373536,0.1796154528856277,-0.6910585165023804,0.2331293225288391,True
0.3044380394754172,0.3972957475844648,0.4519106119870523,0.4652894485450358,0.4967601392234378,0.4601558932080243,0.0787367244559715,-23.11125955281796,0.1400711881181535,0.5113345624615769,0.9141683916722392,0.3051568864174349,0.6477243143504269,0.6902630469343926,0.4584971780252008,0.1484739182588855,0.9322253751435028,0.8361671119722403,amy_c09,relaxed_k1_l1_tr,101.9932861328125,0.3000171482563019,-0.7883093357086182,0.1806568205356598,-1.1124094724655151,0.2340710610151291,True
0.4435431307928256,0.438577679824076,0.539572938601827,0.6420957160561876,0.4866250381973488,0.4987820302113605,0.082883151606943,0.5875439652323738,0.3648325034339951,0.3572231887115783,0.8582992350562465,0.3523784029300468,0.6258676176087362,1.396282591756827,0.5321432131206897,0.1515507878717366,0.9375189587260832,0.8124484390500655,amy_c10,relaxed_k1_l1_tr,102.33651733398438,0.3001727163791656,-1.0057876110076904,0.2020117342472076,-1.1546226739883425,0.2358741760253906,True
