_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp_y,_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_sp_midPoint,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_mid,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,f(x),FORCES,WAVEHEIGHTS,Design ID,Ancestry,FSOPT_Generation,FSOPT_Design_ID,FSOPT_Parent_ID
0.5166666667,0.4333333333,0.4988235294,0.48,0.5407843137,0.4729411765,0.1296078431,7.388235294,0.5176470588,0.3003921569,0.89,0.3152941176,0.6070588235,1.043137255,0.6955294118,0.1211764706,0.9490196078,0.7847058824,,-0.3262905,-0.3884393,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00315,,1,03_OPT/00/NSGA1_000/DES_00315,
0.2133333333,0.3766666667,0.5835294118,0.5003921569,0.3541176471,0.3764705882,0.09443137255,-7.270588235,0.3356862745,0.5717647059,0.8970588235,0.3419607843,0.6329411765,1.184313725,0.7618823529,0.1674509804,0.8970588235,0.7666666667,,0.06754463,-0.2637802,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00316,,1,03_OPT/00/NSGA1_000/DES_00316,
0.3333333333,0.7633333333,0.5058823529,0.4564705882,0.6258823529,0.4117647059,0.07709803922,9.2,0.2070588235,0.5843137255,0.8664705882,0.3223529412,0.6109803922,0.8549019608,0.7731764706,0.1403921569,0.9264705882,0.8317647059,,-0.7959762,-0.6017197,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00317,,1,03_OPT/00/NSGA1_000/DES_00317,
0.17,0.3966666667,0.5505882353,0.4345098039,0.3047058824,0.4258823529,0.1061568627,-5.788235294,0.4737254902,0.4588235294,0.9452941176,0.297254902,0.6298039216,1.341176471,0.4809411765,0.1568627451,0.9107843137,0.7650980392,,-0.2502337,-0.5107433,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00318,,1,03_OPT/00/NSGA1_000/DES_00318,
0.6633333333,0.6866666667,0.5011764706,0.4015686275,0.5682352941,0.56,0.1178823529,2.282352941,0.5301960784,0.4494117647,0.8958823529,0.36,0.6517647059,0.7607843137,0.6828235294,0.1552941176,0.9284313725,0.8419607843,,-0.2393671,0.1202354,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00319,,1,03_OPT/00/NSGA1_000/DES_00319,
0.43,0.3766666667,0.5411764706,0.4407843137,0.2635294118,0.4047058824,0.1245098039,-7.6,0.3168627451,0.4478431373,0.9758823529,0.342745098,0.6054901961,1.223529412,0.6390588235,0.1384313725,0.9431372549,0.8129411765,,0.3531259,0.571419,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00322,,1,03_OPT/00/NSGA1_000/DES_00322,
0.4,0.52,0.4494117647,0.5882352941,0.6478431373,0.5976470588,0.1117647059,7.058823529,0.5552941176,0.4541176471,0.8941176471,0.3615686275,0.7105882353,0.7215686275,0.5303529412,0.1662745098,0.8823529412,0.8192156863,,-0.3879614,-0.1483017,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00323,,1,03_OPT/00/NSGA1_000/DES_00323,
0.1666666667,0.52,0.4564705882,0.4235294118,0.5078431373,0.3929411765,0.1087058824,-4.964705882,0.48,0.5545098039,0.8694117647,0.3388235294,0.6117647059,1.2,0.6997647059,0.1862745098,0.8343137255,0.7392156863,,0.7781268,0.5732154,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00324,,1,03_OPT/00/NSGA1_000/DES_00324,
0.7333333333,0.39,0.5811764706,0.4235294118,0.6258823529,0.5082352941,0.1387843137,-5.788235294,0.6745098039,0.3992156863,0.8823529412,0.3968627451,0.6274509804,1.152941176,0.6941176471,0.1619607843,0.9098039216,0.8121568627,,1.067034,1.448465,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00325,,1,03_OPT/00/NSGA1_000/DES_00325,
0.2033333333,0.3,0.5035294118,0.5411764706,0.5270588235,0.5576470588,0.1092156863,0.9647058824,0.6337254902,0.488627451,0.8894117647,0.3450980392,0.6109803922,0.9176470588,0.6432941176,0.1407843137,0.9068627451,0.8105882353,,-0.4703368,-0.2908488,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00326,,1,03_OPT/00/NSGA1_000/DES_00326,
0.4166666667,0.31,0.4282352941,0.5082352941,0.4117647059,0.5317647059,0.07760784314,-10.72941176,0.32,0.4949019608,0.8694117647,0.3231372549,0.6258823529,0.862745098,0.6983529412,0.1458823529,0.9225490196,0.7588235294,,-0.3678258,-0.9518165,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00327,,1,03_OPT/00/NSGA1_000/DES_00327,
0.3533333333,0.46,0.2541176471,0.4047058824,0.277254902,0.2988235294,0.1030980392,0.8,0.4266666667,0.5262745098,0.9576470588,0.2988235294,0.6211764706,1.490196078,0.5769411765,0.1768627451,0.9058823529,0.8309803922,,0.3206404,0.3794935,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00328,,1,03_OPT/00/NSGA1_000/DES_00328,
0.4333333333,0.3966666667,0.5623529412,0.5960784314,0.4584313725,0.5435294118,0.1189019608,1.952941176,0.6807843137,0.4619607843,0.8823529412,0.3254901961,0.6298039216,0.9647058824,0.5868235294,0.1317647059,0.9,0.7956862745,,-0.3153001,-0.1725038,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00329,,1,03_OPT/00/NSGA1_000/DES_00329,
0.6,0.3666666667,0.5505882353,0.5160784314,0.417254902,0.5364705882,0.07556862745,5.576470588,0.5364705882,0.4556862745,0.9217647059,0.3521568627,0.6101960784,1.215686275,0.6927058824,0.1145098039,0.931372549,0.7839215686,,-0.6758009,-1.081799,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00330,,1,03_OPT/00/NSGA1_000/DES_00330,
0.2766666667,0.1533333333,0.3670588235,0.4423529412,0.4447058824,0.4447058824,0.09239215686,0.6352941176,0.2039215686,0.5560784314,0.9882352941,0.3764705882,0.6188235294,0.3607843137,0.5035294118,0.1650980392,0.9352941176,0.7909803922,,-0.6366745,-0.9705984,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00331,,1,03_OPT/00/NSGA1_000/DES_00331,
0.1566666667,0.1866666667,0.4564705882,0.4674509804,0.3403921569,0.5223529412,0.1204313725,7.223529412,0.702745098,0.5043137255,0.9317647059,0.3278431373,0.6101960784,1.090196078,0.6192941176,0.1650980392,0.937254902,0.8090196078,,-0.2997474,-0.03436139,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00332,,1,03_OPT/00/NSGA1_000/DES_00332,
0.5566666667,0.2866666667,0.3741176471,0.5945098039,0.3623529412,0.5364705882,0.1270588235,9.694117647,0.2509803922,0.4650980392,0.88,0.3741176471,0.6094117647,0.9725490196,0.6969411765,0.1403921569,0.8803921569,0.7462745098,,0.06948909,-0.144878,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00333,,1,03_OPT/00/NSGA1_000/DES_00333,
0.6066666667,0.3566666667,0.4964705882,0.4941176471,0.3733333333,0.48,0.1204313725,3.435294118,0.4674509804,0.5701960784,0.9141176471,0.3937254902,0.6941176471,0.6509803922,0.6037647059,0.1478431373,0.918627451,0.7956862745,,0.1537463,0.1719646,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00334,,1,03_OPT/00/NSGA1_000/DES_00334,
0.3966666667,0.3666666667,0.4682352941,0.4454901961,0.6258823529,0.5082352941,0.130627451,6.564705882,0.3356862745,0.471372549,0.9494117647,0.3443137255,0.6235294118,1.192156863,0.584,0.1705882353,0.9156862745,0.7674509804,,0.3396384,0.3153004,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00335,,1,03_OPT/00/NSGA1_000/DES_00335,
0.37,0.5033333333,0.5788235294,0.5270588235,0.2141176471,0.5364705882,0.1459215686,11.67058824,0.7121568627,0.5011764706,0.8794117647,0.3498039216,0.617254902,1.317647059,0.584,0.1537254902,0.9254901961,0.7737254902,,0.6573783,0.8622101,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00336,,1,03_OPT/00/NSGA1_000/DES_00336,
0.34,0.56,0.4517647059,0.4235294118,0.3650980392,0.4447058824,0.1260392157,-0.1882352941,0.4266666667,0.4117647059,0.9623529412,0.3505882353,0.6180392157,1.435294118,0.5289411765,0.1666666667,0.9352941176,0.7423529412,,0.3120482,-0.08555332,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00337,,1,03_OPT/00/NSGA1_000/DES_00337,
0.3833333333,0.4166666667,0.4188235294,0.5850980392,0.4474509804,0.5905882353,0.1331764706,6.894117647,0.6180392157,0.4635294118,0.8582352941,0.2682352941,0.6290196078,1.301960784,0.7336470588,0.1392156863,0.9333333333,0.7839215686,,-0.0238501,0.1241119,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00338,,1,03_OPT/00/NSGA1_000/DES_00338,
0.3133333333,0.2933333333,0.4988235294,0.5929411765,0.5160784314,0.4941176471,0.1148235294,-11.88235294,0.7466666667,0.3976470588,0.8670588235,0.3129411765,0.6478431373,1.254901961,0.6545882353,0.1403921569,0.9117647059,0.7690196078,,-0.3187844,-0.4171959,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00339,,1,03_OPT/00/NSGA1_000/DES_00339,
0.2833333333,0.2466666667,0.4282352941,0.5552941176,0.422745098,0.4776470588,0.07862745098,2.117647059,0.2007843137,0.4305882353,0.9058823529,0.3309803922,0.6133333333,0.7294117647,0.6348235294,0.1576470588,0.9166666667,0.7854901961,,-0.5584388,-1.051199,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00340,,1,03_OPT/00/NSGA1_000/DES_00340,
0.4066666667,0.18,0.4141176471,0.4705882353,0.4694117647,0.3435294118,0.1122745098,-10.07058824,0.417254902,0.5184313725,0.89,0.3309803922,0.6290196078,1.11372549,0.6588235294,0.1419607843,0.9078431373,0.7549019608,,0.01346405,-0.3707271,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00341,,1,03_OPT/00/NSGA1_000/DES_00341,
0.65,0.2933333333,0.5529411765,0.4611764706,0.5270588235,0.5529411765,0.1168627451,-0.6823529412,0.6211764706,0.5137254902,0.9347058824,0.3756862745,0.6360784314,0.7294117647,0.6235294118,0.182745098,0.9215686275,0.8145098039,,-0.05371234,0.2332257,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00342,,1,03_OPT/00/NSGA1_000/DES_00342,
0.56,0.4366666667,0.4447058824,0.511372549,0.6752941176,0.5105882353,0.1071764706,4.917647059,0.7215686275,0.5058823529,0.8911764706,0.3788235294,0.6541176471,0.9098039216,0.6051764706,0.1466666667,0.9450980392,0.7768627451,,-0.6160068,-0.6170772,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00343,,1,03_OPT/00/NSGA1_000/DES_00343,
0.2533333333,0.4366666667,0.5035294118,0.417254902,0.4145098039,0.4447058824,0.09850980392,5.576470588,0.32,0.5968627451,0.9405882353,0.3050980392,0.6525490196,0.6823529412,0.4696470588,0.157254902,0.918627451,0.7862745098,,-0.4393693,-0.6645819,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00344,,1,03_OPT/00/NSGA1_000/DES_00344,
0.5033333333,0.5366666667,0.48,0.4784313725,0.01921568627,0.4941176471,0.137254902,5.576470588,0.5270588235,0.4180392157,0.8811764706,0.3278431373,0.6345098039,0.7843137255,0.5741176471,0.1462745098,0.9450980392,0.7352941176,,0.1257146,-0.2001909,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00345,,1,03_OPT/00/NSGA1_000/DES_00345,
0.4333333333,0.4866666667,0.4988235294,0.4721568627,0.5490196078,0.5035294118,0.1290980392,-6.611764706,0.3576470588,0.5592156863,0.9064705882,0.3545098039,0.6564705882,0.6745098039,0.7816470588,0.1415686275,0.9009803922,0.7188235294,,0.4415739,0.08851711,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00346,,1,03_OPT/00/NSGA1_000/DES_00346,
0.3833333333,0.2566666667,0.4611764706,0.5678431373,0.5380392157,0.4541176471,0.1163529412,-10.89411765,0.2792156863,0.5356862745,0.91,0.3231372549,0.6298039216,0.5725490196,0.7152941176,0.1188235294,0.9058823529,0.7870588235,,-0.03260446,-0.2395303,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00347,,1,03_OPT/00/NSGA1_000/DES_00347,
0.6666666667,0.6533333333,0.4682352941,0.5050980392,0.4419607843,0.4941176471,0.1102352941,8.047058824,0.4235294118,0.5137254902,0.8970588235,0.3278431373,0.6203921569,1.294117647,0.6277647059,0.1376470588,0.8774509804,0.828627451,,0.03472226,0.4863934,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00348,,1,03_OPT/00/NSGA1_000/DES_00348,
0.4633333333,0.1966666667,0.5976470588,0.4721568627,0.6011764706,0.5129411765,0.09698039216,10.18823529,0.4360784314,0.4462745098,0.9464705882,0.3968627451,0.6062745098,0.4705882353,0.5938823529,0.1752941176,0.9323529412,0.7823529412,,-0.61193,-1.065312,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00350,,1,03_OPT/00/NSGA1_000/DES_00350,
0.4533333333,0.2933333333,0.5576470588,0.6462745098,0.3952941176,0.5364705882,0.1413333333,3.929411765,0.5898039216,0.4698039216,0.8970588235,0.3560784314,0.6454901961,1.333333333,0.6404705882,0.1270588235,0.918627451,0.7282352941,,0.3381216,0.6058409,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00351,,1,03_OPT/00/NSGA1_000/DES_00351,
0.3633333333,0.4733333333,0.5835294118,0.5035294118,0.4035294118,0.5458823529,0.1076862745,4.588235294,0.6682352941,0.4650980392,0.8617647059,0.3466666667,0.6274509804,1.560784314,0.6969411765,0.12,0.9049019608,0.7721568627,,-0.3863655,-0.3223185,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00352,,1,03_OPT/00/NSGA1_000/DES_00352,
0.7133333333,0.28,0.5670588235,0.4501960784,0.3760784314,0.4729411765,0.1122745098,5.905882353,0.6023529412,0.4760784314,0.8688235294,0.368627451,0.6729411765,0.768627451,0.6757647059,0.1968627451,0.9245098039,0.828627451,,0.02622885,0.1079981,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00353,,1,03_OPT/00/NSGA1_000/DES_00353,
0.2333333333,0.2866666667,0.3764705882,0.5066666667,0.422745098,0.4564705882,0.1117647059,-12.87058824,0.3984313725,0.5043137255,0.91,0.3466666667,0.6070588235,1.090196078,0.704,0.157254902,0.9019607843,0.7760784314,,0.009818501,-0.1709872,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00354,,1,03_OPT/00/NSGA1_000/DES_00354,
0.3066666667,0.3533333333,0.5082352941,0.5850980392,0.6039215686,0.5388235294,0.1087058824,10.18823529,0.5647058824,0.5623529412,0.9011764706,0.3450980392,0.7396078431,0.9019607843,0.5331764706,0.1533333333,0.9176470588,0.7996078431,,-0.4711251,-0.1847463,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00357,,1,03_OPT/00/NSGA1_000/DES_00357,
0.4833333333,0.5233333333,0.4964705882,0.591372549,0.488627451,0.4541176471,0.1209411765,4.588235294,0.671372549,0.5607843137,0.88,0.3733333333,0.6431372549,1.247058824,0.6729411765,0.1670588235,0.9058823529,0.7956862745,,0.9814455,1.338964,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00359,,1,03_OPT/00/NSGA1_000/DES_00359,
0.33,0.5266666667,0.5176470588,0.4062745098,0.1180392157,0.4047058824,0.1178823529,1.129411765,0.4298039216,0.5309803922,0.96,0.3278431373,0.631372549,1.858823529,0.5684705882,0.1580392157,0.9362745098,0.7847058824,,0.6154004,0.7249222,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00360,,1,03_OPT/00/NSGA1_000/DES_00360,
0.4933333333,0.6466666667,0.4964705882,0.4847058824,0.2745098039,0.4635294118,0.1484705882,2.117647059,0.6149019608,0.4070588235,0.8776470588,0.3247058824,0.64,1.294117647,0.5261176471,0.1501960784,0.9480392157,0.7635294118,,1.014209,0.9243668,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00361,,1,03_OPT/00/NSGA1_000/DES_00361,
0.43,0.2966666667,0.3952941176,0.5176470588,0.4474509804,0.52,0.1051372549,8.376470588,0.4643137255,0.422745098,0.8994117647,0.3803921569,0.6274509804,1.11372549,0.704,0.1137254902,0.9205882353,0.748627451,,-0.4688663,-0.9699004,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00363,,1,03_OPT/00/NSGA1_000/DES_00363,
0.63,0.39,0.4847058824,0.5584313725,0.348627451,0.4541176471,0.1102352941,6.564705882,0.4078431373,0.5529411765,0.9152941176,0.3717647059,0.648627451,1.568627451,0.728,0.1505882353,0.931372549,0.7525490196,,0.03499436,-0.02543771,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00364,,1,03_OPT/00/NSGA1_000/DES_00364,
0.5433333333,0.26,0.5388235294,0.6305882353,0.4556862745,0.4258823529,0.08270588235,-15.34117647,0.4360784314,0.5639215686,0.8711764706,0.3450980392,0.6219607843,0.9568627451,0.7632941176,0.1156862745,0.887254902,0.7235294118,,-0.1973452,-0.8213311,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00365,,1,03_OPT/00/NSGA1_000/DES_00365,
0.5766666667,0.34,0.5458823529,0.4643137255,0.6094117647,0.5035294118,0.1234901961,6.564705882,0.5552941176,0.488627451,0.8970588235,0.3929411765,0.7098039216,0.2431372549,0.6291764706,0.1596078431,0.9411764706,0.8215686275,,-0.1068196,0.2498141,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00366,,1,03_OPT/00/NSGA1_000/DES_00366,
0.25,0.4033333333,0.4447058824,0.528627451,0.3925490196,0.5388235294,0.1489803922,4.917647059,0.5333333333,0.5403921569,0.9170588235,0.3082352941,0.6149019608,1.42745098,0.6305882353,0.1403921569,0.9450980392,0.757254902,,0.8201321,1.003468,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00367,,1,03_OPT/00/NSGA1_000/DES_00367,
0.5833333333,0.28,0.5058823529,0.4737254902,0.4694117647,0.5388235294,0.1250196078,3.929411765,0.5521568627,0.44,0.8952941176,0.3670588235,0.6164705882,1.145098039,0.7505882353,0.1254901961,0.9431372549,0.8160784314,,-0.2485031,0.1738423,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00368,,1,03_OPT/00/NSGA1_000/DES_00368,
0.6466666667,0.3666666667,0.56,0.4580392157,0.6341176471,0.5411764706,0.1413333333,6.894117647,0.6494117647,0.5184313725,0.8947058824,0.3254901961,0.6596078431,0.8078431373,0.5783529412,0.1415686275,0.9254901961,0.7305882353,,0.1244425,0.08765341,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00369,,1,03_OPT/00/NSGA1_000/DES_00369,
0.5033333333,0.3866666667,0.4917647059,0.4658823529,0.5682352941,0.5858823529,0.1464313725,7.882352941,0.7090196078,0.4290196078,0.9147058824,0.3270588235,0.7176470588,0.4470588235,0.5529411765,0.1611764706,0.9274509804,0.8301960784,,0.0774118,0.5765793,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00370,,1,03_OPT/00/NSGA1_000/DES_00370,
0.47,0.3733333333,0.4611764706,0.5694117647,0.5078431373,0.4352941176,0.1352156863,-8.258823529,0.5584313725,0.3882352941,0.8611764706,0.3247058824,0.6352941176,1.364705882,0.6221176471,0.1533333333,0.9392156863,0.8105882353,,0.6830219,1.007747,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00371,,1,03_OPT/00/NSGA1_000/DES_00371,
0.6966666667,0.5133333333,0.4752941176,0.4847058824,0.5984313725,0.4588235294,0.1117647059,2.282352941,0.6431372549,0.5670588235,0.8911764706,0.3466666667,0.6729411765,0.9725490196,0.5938823529,0.1580392157,0.8784313725,0.7768627451,,0.1598161,0.09819666,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00372,,1,03_OPT/00/NSGA1_000/DES_00372,
0.32,0.4033333333,0.5129411765,0.5474509804,0.4721568627,0.4988235294,0.1153333333,-11.22352941,0.3043137255,0.551372549,0.8658823529,0.328627451,0.6149019608,0.862745098,0.7632941176,0.1447058824,0.8960784314,0.7337254902,,0.1510412,-0.2190717,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00373,,1,03_OPT/00/NSGA1_000/DES_00373,
0.7666666667,0.4766666667,0.5411764706,0.448627451,0.4254901961,0.5458823529,0.1275686275,0.3058823529,0.5019607843,0.5325490196,0.93,0.382745098,0.6282352941,0.7294117647,0.6503529412,0.188627451,0.9303921569,0.8349019608,,0.7594617,1.164889,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00374,,1,03_OPT/00/NSGA1_000/DES_00374,
0.4166666667,0.4533333333,0.5341176471,0.4109803922,0.557254902,0.3811764706,0.08831372549,7.717647059,0.3482352941,0.4196078431,0.8870588235,0.2619607843,0.6180392157,1.247058824,0.7011764706,0.108627451,0.9098039216,0.7815686275,,-0.5900492,-1.069583,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00375,,1,03_OPT/00/NSGA1_000/DES_00375,
0.3533333333,0.4233333333,0.5670588235,0.528627451,0.5298039216,0.5858823529,0.1362352941,11.67058824,0.4203921569,0.3725490196,0.94,0.3662745098,0.7450980392,0.5490196078,0.5854117647,0.162745098,0.9303921569,0.8176470588,,-0.195996,0.1247823,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00376,,1,03_OPT/00/NSGA1_000/DES_00376,
0.3366666667,0.22,0.4894117647,0.4203921569,0.5764705882,0.5176470588,0.124,4.423529412,0.6807843137,0.4180392157,0.8894117647,0.3717647059,0.6501960784,1.003921569,0.5811764706,0.1666666667,0.9196078431,0.8215686275,,-0.2297378,0.14053,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00378,,1,03_OPT/00/NSGA1_000/DES_00378,
0.2633333333,0.46,0.3482352941,0.4376470588,0.5380392157,0.4423529412,0.1336862745,4.423529412,0.3639215686,0.5607843137,0.9394117647,0.3019607843,0.6415686275,1.058823529,0.5515294118,0.1862745098,0.9215686275,0.7666666667,,1.188153,1.026875,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00379,,1,03_OPT/00/NSGA1_000/DES_00379,
0.5066666667,0.3566666667,0.5035294118,0.4815686275,0.4666666667,0.4541176471,0.1102352941,10.84705882,0.3858823529,0.5388235294,0.93,0.337254902,0.6478431373,1.411764706,0.5882352941,0.1850980392,0.9411764706,0.7956862745,,-0.2050291,0.1055883,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00380,,1,03_OPT/00/NSGA1_000/DES_00380,
0.5533333333,0.4333333333,0.3952941176,0.4439215686,0.422745098,0.5035294118,0.1219607843,-5.623529412,0.02823529412,0.5325490196,0.9288235294,0.3223529412,0.662745098,0.431372549,0.4569411765,0.157254902,0.8931372549,0.797254902,,0.06970801,-0.1269094,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00381,,1,03_OPT/00/NSGA1_000/DES_00381,
0.27,0.4766666667,0.4258823529,0.4831372549,0.5243137255,0.5505882353,0.1331764706,1.129411765,0.3670588235,0.5639215686,0.94,0.3458823529,0.6768627451,0.4,0.4611764706,0.1858823529,0.887254902,0.8098039216,,0.8643035,1.004444,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00382,,1,03_OPT/00/NSGA1_000/DES_00382,
0.5033333333,0.4166666667,0.3223529412,0.5741176471,0.6533333333,0.5176470588,0.1331764706,7.058823529,0.5803921569,0.5498039216,0.9029411765,0.368627451,0.6329411765,1.466666667,0.5444705882,0.1647058824,0.8921568627,0.8098039216,,1.212235,1.845695,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00383,,1,03_OPT/00/NSGA1_000/DES_00383,
0.73,0.6166666667,0.5058823529,0.4501960784,0.5901960784,0.5011764706,0.1132941176,-0.8470588235,0.5647058824,0.4509803922,0.9105882353,0.3537254902,0.6588235294,0.9490196078,0.6658823529,0.1454901961,0.8931372549,0.8584313725,,0.01155805,0.3051006,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00384,,1,03_OPT/00/NSGA1_000/DES_00384,
0.4033333333,0.28,0.3576470588,0.4188235294,0.348627451,0.4541176471,0.1102352941,-13.69411765,0.4611764706,0.4337254902,0.9211764706,0.3662745098,0.6360784314,1.239215686,0.7491764706,0.1533333333,0.9058823529,0.7658823529,,-0.1186798,-0.5014248,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00385,,1,03_OPT/00/NSGA1_000/DES_00385,
0.4033333333,0.46,0.5905882353,0.6447058824,0.557254902,0.48,0.1331764706,-1.670588235,0.6494117647,0.4243137255,0.88,0.3168627451,0.6360784314,0.7215686275,0.6108235294,0.137254902,0.8411764706,0.7478431373,,0.4389961,0.2760842,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00386,,1,03_OPT/00/NSGA1_000/DES_00386,
0.3,0.4066666667,0.5529411765,0.5521568627,0.5929411765,0.4211764706,0.1443921569,9.529411765,0.6211764706,0.4447058824,0.9052941176,0.3670588235,0.6988235294,0.9176470588,0.5021176471,0.1631372549,0.881372549,0.7768627451,,1.251426,1.243132,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00387,,1,03_OPT/00/NSGA1_000/DES_00387,
0.18,0.37,0.3317647059,0.4392156863,0.4529411765,0.5976470588,0.1183921569,4.094117647,0.4674509804,0.5952941176,0.9517647059,0.3529411765,0.6180392157,1.2,0.5811764706,0.1725490196,0.9235294118,0.7784313725,,-0.07196518,0.01789135,NSGA_TANDEM/gen001/03_OPT/00/NSGA1_000/DES_00388,,1,03_OPT/00/NSGA1_000/DES_00388,
