_2_fwd_2_VERTICAL_0_PM_PV_zr_FP,_2_fwd_2_VERTICAL_1_STEM_PM_PV_zr_bulbNose,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_End,_2_fwd_2_VERTICAL_1_STEM_seg01_PV_sp_Start,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_ar_mid,_2_fwd_2_VERTICAL_1_STEM_seg02_PM_PV_sp_midPoint,_2_fwd_2_VERTICAL_2_FRAME_seg01_PM_PV_zr_end,_2_fwd_2_VERTICAL_2_FRAME_seg02_PM_PV_zr_end,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_u_02,_2_fwd_3_GUIDEs_GUIDE_2_1_SplineSnap_4_SHIFTS_PV_v_02,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_ax_end,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_sp,_2_fwd_3_GUIDEs_GUIDE_2_4_circleSnap_PV_t_angle,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_t_02,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_u_03,_2_fwd_3_GUIDEs_GUIDE_3_1_SplineSnap_4_SHIFTS_PV_v_03,_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp,_2_fwd_4_COLUs_col4_0_speed_r_2_PV_sp_y,FORCES_pred,FORCES_sd,WAVEHEIGHTS_pred,WAVEHEIGHTS_sd,trusted,proposed_for_batch,regime,round,surrogate_round,gate_nd,gate_edge_ok,gate_calibrated,gate_in_distribution,manifold_dist,manifold_thresh
0.8230451186117004,0.95,0.1356663629479214,0.5721249003905704,0.95700595579951,0.6345235830722789,0.3597883521416037,0.85,0.45007753029156,0.5436803884286607,-4.909866506334372,0.0862486475856778,0.6,0.7,0.6295386694074572,0.5008791564506814,0.5466717530889121,0.3573042008868927,-1.0124425888061523,0.2105590105056762,-1.183346152305603,0.2366314828395843,False,False,small_n,1,1,True,False,True,False,3.5411515,3.538306713104248
